log_age	Z	fraccion_M_star
6.72	0.02	0.9901781457595523
6.74	0.02	0.9892659436834361
6.76	0.02	0.988376442116769
6.78	0.02	0.988001518894588
6.81	0.02	0.9869042158315717
6.85	0.02	0.9855054047536201
6.86	0.02	0.9852628218181009
6.88	0.02	0.9842628862666511
6.89	0.02	0.9837441080563941
6.90	0.02	0.9834796096322037
6.92	0.02	0.982386178033849
6.93	0.02	0.9818165349116793
6.94	0.02	0.981230641159106
6.95	0.02	0.9806274558785386
6.97	0.02	0.9795600886798483
6.98	0.02	0.9792174980904867
6.99	0.02	0.9786992836514637
7.00	0.02	0.9783508066700161
7.04	0.02	0.9765682692885046
7.08	0.02	0.9747096483288104
7.11	0.02	0.9729610898113285
7.15	0.02	0.9710705968890238
7.18	0.02	0.96974257345868
7.20	0.02	0.9688033734552616
7.23	0.02	0.9671715728690864
7.26	0.02	0.9655072942199652
7.28	0.02	0.9643197049569959
7.30	0.02	0.9634664607930201
7.34	0.02	0.9616713188111797
7.38	0.02	0.9596892754054327
7.41	0.02	0.9580804095488963
7.45	0.02	0.9556991890600082
7.48	0.02	0.9537743301191356
7.51	0.02	0.9517967431608295
7.53	0.02	0.9508158151361498
7.56	0.02	0.9492607548026052
7.58	0.02	0.9481676237817408
7.60	0.02	0.9470159649789056
7.62	0.02	0.9458052599008593
7.64	0.02	0.9445357123230121
7.66	0.02	0.9432688651345255
7.68	0.02	0.9418775154098857
7.70	0.02	0.9404862824258502
7.74	0.02	0.9376179986772868
7.78	0.02	0.9351058952397746
7.81	0.02	0.933093775001654
7.85	0.02	0.930224334366379
7.87	0.02	0.9287079551576416
7.90	0.02	0.9271561899809733
7.93	0.02	0.9251472976967071
7.95	0.02	0.9237561043226552
7.98	0.02	0.9215579008342493
8.00	0.02	0.9200289439320841
8.30	0.02	0.8956353982281767
8.48	0.02	0.8810114337216263
8.60	0.02	0.8691840666890832
8.70	0.02	0.8577837980423569
8.78	0.02	0.8493262905579311
8.85	0.02	0.841064370217887
8.90	0.02	0.8346190810410306
8.95	0.02	0.8288972219625979
9.00	0.02	0.8219522211667958
9.18	0.02	0.7769807003306907
9.30	0.02	0.7553897280073446
9.40	0.02	0.7393116631362715
9.48	0.02	0.7264509804941518
9.54	0.02	0.7168424949784046
9.60	0.02	0.7172142135566002
9.65	0.02	0.708030756430474
9.70	0.02	0.6994732234329875
9.74	0.02	0.6927413292627647
9.78	0.02	0.6857016962404788
9.81	0.02	0.6808824077425908
9.85	0.02	0.6746545748232311
9.90	0.02	0.6665262108114869
9.95	0.02	0.6580852539378133
10.00	0.02	0.6494769928529589
10.04	0.02	0.6422753419679904
10.08	0.02	0.6347769823898388
10.11	0.02	0.6292200457773762
10.12	0.02	0.6274481386511613
10.13	0.02	0.6256608883128605
10.14	0.02	0.6238556782192737
10.15	0.02	0.622032668705177
10.18	0.02	0.6164641877986344
5.00	0.05	0.9985211772770649
5.48	0.05	0.9983166897845193
5.70	0.05	0.9981122049260432
5.85	0.05	0.9979226291403105
6.00	0.05	0.9976166411342311
6.10	0.05	0.9972866690277866
6.18	0.05	0.9970407195370976
6.24	0.05	0.9967749082599223
6.30	0.05	0.9963368951991035
6.35	0.05	0.9959938796786518
6.40	0.05	0.9953500670484201
6.44	0.05	0.9943600550420508
6.48	0.05	0.9936071859641277
6.51	0.05	0.9928680914044777
6.54	0.05	0.9917093898736372
6.57	0.05	0.9908004060804366
6.60	0.05	0.9900591359466602
6.63	0.05	0.9893547872983247
6.65	0.05	0.9889083725633736
6.68	0.05	0.988270007047603
6.70	0.05	0.987982985588827
6.72	0.05	0.9878125467113844
6.74	0.05	0.9876824444606985
6.76	0.05	0.9864523714182302
6.78	0.05	0.9855312371786478
6.81	0.05	0.9829244156599277
6.85	0.05	0.9795369634424667
6.86	0.05	0.9792990980296453
6.88	0.05	0.9783344394070653
6.89	0.05	0.9778437427073868
6.90	0.05	0.9775961377391025
6.92	0.05	0.976590170951133
6.93	0.05	0.9760773101760187
6.94	0.05	0.9755574388813733
6.95	0.05	0.9750303273634267
6.97	0.05	0.9739530147897068
6.98	0.05	0.9734022129412028
6.99	0.05	0.9725599488974851
7.00	0.05	0.9720139828738567
7.04	0.05	0.9701715358368945
7.08	0.05	0.96829247602646
7.11	0.05	0.9665628308692541
7.15	0.05	0.9642959331005285
7.18	0.05	0.9630059808108715
7.20	0.05	0.9621055445765482
7.23	0.05	0.9605627472503301
7.26	0.05	0.9590182695477495
